recording_id,source_file,signal_id,class,window_id,start_sample,end_sample
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,13,78000,90000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,14,84000,96000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,15,90000,102000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,16,96000,108000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,17,102000,114000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,18,108000,120000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,19,114000,126000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,20,120000,132000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,21,126000,138000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,22,132000,144000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,23,138000,150000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,24,144000,156000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,25,150000,162000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,26,156000,168000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,27,162000,174000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,28,168000,180000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,29,174000,186000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,30,180000,192000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,31,186000,198000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,32,192000,204000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,33,198000,210000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,34,204000,216000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,35,210000,222000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,36,216000,228000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,37,222000,234000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,38,228000,240000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,39,234000,246000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,40,240000,252000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,41,246000,258000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,42,252000,264000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,43,258000,270000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,44,264000,276000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,45,270000,282000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,46,276000,288000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,47,282000,294000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,48,288000,300000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,49,294000,306000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,50,300000,312000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,51,306000,318000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,52,312000,324000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,53,318000,330000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,54,324000,336000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,55,330000,342000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,56,336000,348000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,57,342000,354000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,58,348000,360000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,59,354000,366000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,60,360000,372000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,61,366000,378000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,62,372000,384000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,63,378000,390000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,64,384000,396000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,65,390000,402000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,66,396000,408000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,67,402000,414000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,68,408000,420000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,69,414000,426000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,70,420000,432000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,71,426000,438000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,72,432000,444000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,73,438000,450000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,74,444000,456000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,75,450000,462000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,76,456000,468000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,77,462000,474000
NORMAL_3_X100,NORMAL_3.mat,X100,Healthy,78,468000,480000
OR007@6_1_X131,OR007@6_1.mat,X131,Outer Race,0,0,12000
OR007@6_1_X131,OR007@6_1.mat,X131,Outer Race,1,6000,18000
OR007@6_1_X131,OR007@6_1.mat,X131,Outer Race,2,12000,24000
OR007@6_1_X131,OR007@6_1.mat,X131,Outer Race,3,18000,30000
OR007@6_1_X131,OR007@6_1.mat,X131,Outer Race,4,24000,36000
OR007@6_1_X131,OR007@6_1.mat,X131,Outer Race,5,30000,42000
OR007@6_1_X131,OR007@6_1.mat,X131,Outer Race,6,36000,48000
OR007@6_1_X131,OR007@6_1.mat,X131,Outer Race,7,42000,54000
OR007@6_1_X131,OR007@6_1.mat,X131,Outer Race,8,48000,60000
OR007@6_1_X131,OR007@6_1.mat,X131,Outer Race,9,54000,66000
OR007@6_1_X131,OR007@6_1.mat,X131,Outer Race,10,60000,72000
OR007@6_1_X131,OR007@6_1.mat,X131,Outer Race,11,66000,78000
OR007@6_1_X131,OR007@6_1.mat,X131,Outer Race,12,72000,84000
OR007@6_1_X131,OR007@6_1.mat,X131,Outer Race,13,78000,90000
OR007@6_1_X131,OR007@6_1.mat,X131,Outer Race,14,84000,96000
OR007@6_1_X131,OR007@6_1.mat,X131,Outer Race,15,90000,102000
OR007@6_1_X131,OR007@6_1.mat,X131,Outer Race,16,96000,108000
OR007@6_1_X131,OR007@6_1.mat,X131,Outer Race,17,102000,114000
OR007@6_1_X131,OR007@6_1.mat,X131,Outer Race,18,108000,120000
